=== Dry-run duplicate merge report (case-insensitive exact-name duplicates) ===
No data is modified. This report recommends keep/drop ids and estimates conflict risk.
 rank |       normalized_name        | group_size |               keep_id                |          keep_name           |               drop_id                |          drop_name           | keep_recipe_refs | drop_recipe_refs | keep_price_rows | drop_price_rows | keep_has_bls | drop_has_bls | keep_has_nutrition | drop_has_nutrition | keep_nutrition_nonzero_fields | drop_nutrition_nonzero_fields | price_conflicts | recipe_conflicts | unit_conflicts | impact_score | risk_score | risk_level 
   79 | nektarine                    |          2 | 09af6699-c838-522c-9e1c-05074b04db99 | Nektarine                    | d0664dca-f709-5e65-8ef2-d84e1a195244 | nektarine                    |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   80 | orangeat                     |          2 | 6e054112-ff32-5c5b-bcfc-524ca4c1b405 | orangeat                     | 670ff040-0ca9-53f4-b13e-3ee8b781a54d | Orangeat                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   81 | pampelmuse                   |          2 | 271431a0-5457-5ac1-bace-646e5175df70 | Pampelmuse                   | 8b176ed7-b80d-53e2-8c59-4ec575873e09 | pampelmuse                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   82 | paranuss                     |          2 | 11365011-8401-5b67-90c1-750732f329ff | paranuss                     | 5acb5abc-f773-5435-8393-454bff876172 | Paranuss                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   83 | parmaschinken                |          2 | 7d7e435c-1fc5-5777-88ab-658846dded24 | Parmaschinken                | 7e489b8c-5884-5ff1-bb85-c36f7c80fddb | parmaschinken                |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   84 | pfifferling                  |          2 | fee3d21d-fde9-5982-8278-060ed348c793 | pfifferling                  | 6d6af50b-a337-57df-8c23-7eeab03189a8 | Pfifferling                  |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   85 | pfirsich                     |          2 | 12d6ddf5-c1fc-59a0-894b-b71024380c06 | pfirsich                     | e79dd304-1023-585d-a8c8-2044c6073a34 | Pfirsich                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   86 | pflaumenmus                  |          2 | 87256521-419b-5ff8-a9a6-478cf1720f2a | pflaumenmus                  | dafd030a-c6cd-5526-b849-d6c9ef934fee | Pflaumenmus                  |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   87 | pimpinelle                   |          2 | b4449583-4f69-5bd3-9339-deb29f5f6341 | Pimpinelle                   | 3c14485a-c7ea-55cd-a799-405ea0394d0d | pimpinelle                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   88 | puffreis                     |          2 | 454af202-f1aa-56fc-a595-448585e53226 | puffreis                     | f4a10cc9-6d97-50e1-a3e1-47d4d9e67811 | Puffreis                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   89 | quitte                       |          2 | 34a5252c-7324-5ca9-80ae-44b971535385 | Quitte                       | 7b6cd034-fcb8-5817-8638-053a0145dd39 | quitte                       |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   90 | reisnudeln                   |          2 | 682f104c-45b4-5b98-a13f-0fbf3abff537 | Reisnudeln                   | 7afe8fcd-960a-5b60-a591-86a2ef3fb8b7 | reisnudeln                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   91 | rettich                      |          2 | 74dac19a-29e2-588a-9eea-f2f333c39ad6 | rettich                      | 7b66b3bb-5f7a-5bd0-8ee6-4028d197575a | Rettich                      |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   92 | rhabarber                    |          2 | 232a42f9-798c-567b-a25d-2ebfaaf83dde | Rhabarber                    | a918e5d0-9eee-546f-b7a4-ce3cd3ab0136 | rhabarber                    |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   93 | rindertalg                   |          2 | 296f1869-ff85-5ac8-9de4-7d5338ac860d | Rindertalg                   | 990ebfaf-bb15-5be5-9bf1-8b99fad915ca | rindertalg                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   94 | sanddornbeere                |          2 | ec55e6a0-df06-5656-8e3b-8030e4a640cc | sanddornbeere                | bcc38955-2499-57bd-ac69-893d29c11e93 | Sanddornbeere                |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   95 | sauerampfer                  |          2 | 1747fdd2-86b8-53c5-9f72-6e657a5a7768 | Sauerampfer                  | 529ad100-6832-5ca6-ad88-11da0270d95c | sauerampfer                  |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   96 | sauerkirsche                 |          2 | 39632cf6-e645-5f18-897f-03986e26df89 | sauerkirsche                 | 8ee90256-66cb-5ab8-a74d-7bf0596b59ca | Sauerkirsche                 |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   97 | schafskäse                   |          2 | 70bdbd1a-1aa9-5cfa-8448-a713968f974a | schafskäse                   | 441d403c-3917-5ba8-97d0-6a47d79ce3fd | Schafskäse                   |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   98 | schillerlocke                |          2 | 2d5ac090-77a1-58da-891b-07504f2eff93 | Schillerlocke                | c1b3e6db-8cfc-57de-b3b6-253e0efbb88a | schillerlocke                |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
   99 | schmelzkäse                  |          2 | 992a1caf-388f-5318-93b3-96f9f0691266 | Schmelzkäse                  | 486bec1d-c6c2-577f-a123-1ccb377f9213 | schmelzkäse                  |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  100 | schweineroulade              |          2 | 5ba6d187-8e4d-53b8-a68d-21062e9e7bcc | schweineroulade              | 7dfda3ed-649c-5dfd-ab6c-51bd38601630 | Schweineroulade              |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  101 | schwertfisch                 |          2 | 2c92ae54-450d-5c5c-be52-410abcbe9375 | schwertfisch                 | 471428e2-4016-515a-a4fc-4a50a8e87421 | Schwertfisch                 |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  102 | sekt                         |          2 | 17781d98-d63d-5f06-a6ff-7edb407f132b | sekt                         | 43093cd9-4ac2-588e-97f6-09aed5a9374e | Sekt                         |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  103 | sirup                        |          2 | 83cb2b57-54f4-501f-b514-2c0e68d732bd | Sirup                        | 7f1546a9-6cf4-583f-a200-93b2294be047 | sirup                        |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  104 | sojamehl                     |          2 | bbab0755-6e1e-5b42-ab69-f9e1117b7bef | sojamehl                     | 6b31771d-d8e8-564a-9788-339919b936c7 | Sojamehl                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  105 | sojaöl                       |          2 | 03e57d10-c08d-5e44-bafd-db983e96e03c | Sojaöl                       | aca66867-4bfc-5640-801c-ac14de03be00 | sojaöl                       |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  106 | spitzkohl                    |          2 | 433ea856-6ea0-589d-86c0-4cc202f181a2 | Spitzkohl                    | 6d30857b-cbf4-5d10-9ddb-0533cc06d417 | spitzkohl                    |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  107 | stachelbeere                 |          2 | d3711298-30aa-5ed1-8925-f128f1ab10f8 | Stachelbeere                 | 4c2ce0d0-2ffc-53b7-9d69-1ca078b00e22 | stachelbeere                 |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  108 | sultaninen                   |          2 | 46db3444-19e8-50d3-a3bd-99305f09dee0 | Sultaninen                   | 6577f4a1-dd23-5cc8-a4ad-37eeb8cad90a | sultaninen                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  109 | süßkirsche                   |          2 | 745eb606-8258-5208-82ea-dad97282ada7 | Süßkirsche                   | d15379b5-2ffc-5535-9e09-0a42f40c59e4 | süßkirsche                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  110 | tilsiter                     |          2 | 67493e89-8a6c-5627-8918-392e7f52790d | tilsiter                     | ef15b30e-9f19-576d-91b4-ae8460dedc0d | Tilsiter                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  111 | tortenguss                   |          2 | 3c810ec5-7317-5039-ae9a-5713d51b7396 | tortenguss                   | 6419f7ab-5dc1-5447-b9a1-868b0db7a735 | Tortenguss                   |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  112 | traubenkernöl                |          2 | d0cb4d66-2d1b-5865-8343-9bc1ba73deb2 | traubenkernöl                | 63ac0afe-7641-59f1-8383-1adc6a7b46c3 | Traubenkernöl                |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  113 | traubenzucker                |          2 | e3c73a69-8887-5288-ab74-32a44e4bb7b3 | traubenzucker                | cfc3bd2d-98c4-5c85-8bbc-111d97ed18a9 | Traubenzucker                |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  114 | trockenhefe                  |          2 | aa30c382-3bc4-58ee-b411-c0c210b7a6da | trockenhefe                  | 2573b430-0431-56b1-8268-6a30fbb4c370 | Trockenhefe                  |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  115 | vollkornbrot                 |          2 | 6bda262a-4c44-5df5-98ff-d4042bf37a61 | vollkornbrot                 | 020c6d64-13f4-556b-b9d9-39ae530fffe8 | Vollkornbrot                 |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  116 | waldpilze                    |          2 | 2f42b4fa-c92e-53aa-b232-b60641bcf85d | waldpilze                    | 52c26e53-404d-5f5a-8446-d2fdac132516 | Waldpilze                    |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  117 | walnussöl                    |          2 | 7690f309-32ed-5c7b-887a-f983159c40e4 | Walnussöl                    | 0d0a93a6-4728-58be-ae50-4d5745434a26 | walnussöl                    |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  118 | wassermelone                 |          2 | c9764079-99c4-5543-9190-332786b18cb5 | wassermelone                 | 72d4940c-3f7f-5c0a-a9b4-c6c8298dfd2c | Wassermelone                 |                1 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  119 | weinsauerkraut               |          2 | 75bdfb70-d7a2-522a-94a8-a137efec87a4 | weinsauerkraut               | 3087b17a-1672-5688-909f-1cd86139c112 | Weinsauerkraut               |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  120 | wiener würstchen             |          2 | b249fce4-bda4-51bd-a1c6-2c2b623ecd46 | wiener würstchen             | 13085a68-933b-5d63-a492-8ef29d1c5b57 | Wiener Würstchen             |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  121 | yamswurzel                   |          2 | 6c5500b0-5a71-5552-b9f0-6758c70cfe09 | Yamswurzel                   | 2ba72d73-e5dc-55cd-b211-2ea1d4c7c7ca | yamswurzel                   |                0 |                0 |               0 |               0 | f            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  122 | zwetschge                    |          2 | 6e618d2c-25f9-5d30-880a-26df3a87bbe3 | zwetschge                    | c8aff628-9a3d-5955-a40f-10de03739051 | Zwetschge                    |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
  123 | zwieback                     |          2 | 547d0da0-631f-5d68-9769-dd3108a7107d | zwieback                     | 7c73decd-91d6-5c52-9322-1e5d55b96168 | Zwieback                     |                0 |                0 |               0 |               0 | t            | f            | f                  | f                  |                             0 |                             0 |               0 |                0 |              0 |            0 |          0 | low
(123 rows)

